Version	Grade	Origin Text	Component	Edited	id	Sub Genre	Genre
13	ULTIMATE Collector's Edition		ARTIST EXPANSION: THE STEREOTYPES	TRUE	20	Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		NOCTURNAL STATE	TRUE	109	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		SPECTRUM QUAKE	TRUE	164	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		STADIUM FLEX	TRUE	165	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		MECHANIX	TRUE	94	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		MOEBIUS	TRUE	102	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		PULSE	TRUE	118	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		RUSH	TRUE	137	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		SCENE	TRUE	148	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE Collector's Edition		DRIVE	TRUE	42	MASSIVE X Expansions	EXPANSIONS
				TRUE			
13	ULTIMATE		KOMPLETE KONTROLソフトウェア	TRUE	75		プラットフォーム
13	ULTIMATE		REAKTOR 6	TRUE	127		プラットフォーム
13	ULTIMATE		KONTAKT 6	TRUE	77		プラットフォーム
13	ULTIMATE		MASSIVE	TRUE	92		シンセサイザー
13	ULTIMATE		MONARK	TRUE	105		シンセサイザー
13	ULTIMATE		RETRO MACHINES MK2	TRUE	133		シンセサイザー
13	ULTIMATE		REAKTOR PRISM	TRUE	129		シンセサイザー
13	ULTIMATE		REAKTOR SPARK	TRUE	130		シンセサイザー
13	ULTIMATE		BLOCKS PRIMES	TRUE	25		シンセサイザー
13	ULTIMATE		MASSIVE X	TRUE	93		シンセサイザー
13	ULTIMATE		SUPER 8	TRUE	172		シンセサイザー
13	ULTIMATE		TRK-01	TRUE	197		シンセサイザー
13	ULTIMATE		FORM	TRUE	56		シンセサイザー
13	ULTIMATE		ROUNDS	TRUE	136		シンセサイザー
13	ULTIMATE		KONTOUR	TRUE	79		シンセサイザー
13	ULTIMATE		ABSYNTH 5	TRUE	7		シンセサイザー
13	ULTIMATE		FM8	TRUE	55		シンセサイザー
13	ULTIMATE		RAZOR	TRUE	124		シンセサイザー
13	ULTIMATE		SKANNER XT	TRUE	159		シンセサイザー
13	ULTIMATE		POLYPLEX	TRUE	116		クリエイティブサンプラー
13	ULTIMATE		BATTERY 4	TRUE	24		クリエイティブサンプラー
13	ULTIMATE		FLESH	TRUE	54		クリエイティブサンプラー
13	ULTIMATE		ETHEREAL EARTH	TRUE	49	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		HYBRID KEYS	TRUE	67	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		LO-FI GLOW	TRUE	82	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		CLOUD SUPPLY	TRUE	32	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		MODULAR ICONS	TRUE	101	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		ANALOG DREAMS	TRUE	13	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		BUTCH VIG DRUMS	TRUE	26	Play Seriesインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		THE GENTLEMAN	TRUE	188	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		THE GRANDEUR	TRUE	190	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		THE MAVERICK	TRUE	191	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		THE GIANT	TRUE	189	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		NOIRE	TRUE	110	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		UNA CORDA	TRUE	199	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		ALICIA'S KEYS	TRUE	10	アコースティックピアノ	サンプルインストゥルメント
13	ULTIMATE		DRUMLAB	TRUE	45	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD 60S DRUMMER	TRUE	2	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		STUDIO DRUMMER	TRUE	171	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD 50S DRUMMER	TRUE	1	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD VINTAGE DRUMMER	TRUE	6	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD 70S DRUMMER	TRUE	3	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD 80S DRUMMER	TRUE	4	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		ABBEY ROAD MODERN DRUMMER	TRUE	5	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		MASCHINE DRUM SELECTION	TRUE	91	ドラム＆パーカッション	サンプルインストゥルメント
13	ULTIMATE		WEST AFRICA	TRUE	208	ワールドインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		MIDDLE EAST	TRUE	96	ワールドインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		INDIA	TRUE	69	ワールドインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		CUBA	TRUE	37	ワールドインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		BALINESE GAMELAN	TRUE	22	ワールドインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		VINTAGE ORGANS	TRUE	206	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	ULTIMATE		SCARBEE MARK I	TRUE	142	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	ULTIMATE		SCARBEE A200	TRUE	138	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	ULTIMATE		SCARBEE CLAVINET/PIANET	TRUE	139	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	ULTIMATE		GEORGE DUKE SOUL TREASURES	TRUE	57	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	ULTIMATE		SESSION GUITARIST - ELECTRIC SUNBURST DELUXE	TRUE	150	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	ULTIMATE		SESSION GUITARIST - STRUMMED ACOUSTIC	TRUE	152	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	ULTIMATE		SESSION GUITARIST STRUMMED ACOUSTIC 2	TRUE	153	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	ULTIMATE		SESSION GUITARIST - PICKED ACOUSTIC	TRUE	151	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	ULTIMATE		SCARBEE FUNK GUITARIST	TRUE	140	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	ULTIMATE		SCARBEE RICKENBACKER BASS	TRUE	147	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SCARBEE MM BASS	TRUE	143	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SCARBEE PRE-BASS	TRUE	145	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SCARBEE PRE-BASS AMPED	TRUE	146	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SCARBEE JAY-BASS	TRUE	141	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SCARBEE MM-BASS AMPED	TRUE	144	エレクトリックベース	サンプルインストゥルメント
13	ULTIMATE		SESSION STRINGS PRO 2	TRUE	157	コンテンポラリーストリング&ホーン	サンプルインストゥルメント
13	ULTIMATE		SESSION HORNS PRO	TRUE	155	コンテンポラリーストリング&ホーン	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS - PERCUSSION	TRUE	176	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS WOODWIND SOLO	TRUE	180	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS WOODWIND ENSEMBLE	TRUE	179	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS - BRASS SOLO	TRUE	175	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS BRASS ENSEMBLE	TRUE	178	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		SYMPHONY ESSENTIALS - STRING ENSEMBLE	TRUE	177	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		STRADIVARI VIOLIN	TRUE	168	クラシカルインストゥルメント	サンプルインストゥルメント
13	ULTIMATE		KINETIC METAL	TRUE	73	シネマティック	サンプルインストゥルメント
13	ULTIMATE		STRAYLIGHT	TRUE	169	シネマティック	サンプルインストゥルメント
13	ULTIMATE		PHARLIGHT	TRUE	113	シネマティック	サンプルインストゥルメント
13	ULTIMATE		THRILL	TRUE	193	シネマティック	サンプルインストゥルメント
13	ULTIMATE		MYSTERIA	TRUE	107	シネマティック	サンプルインストゥルメント
13	ULTIMATE		KINETIC TOYS	TRUE	74	シネマティック	サンプルインストゥルメント
13	ULTIMATE		EMOTIVE STRINGS	TRUE	47	シネマティック	サンプルインストゥルメント
13	ULTIMATE		DAMAGE	TRUE	38	シネマティック	サンプルインストゥルメント
13	ULTIMATE		ACTION STRIKES	TRUE	8	シネマティック	サンプルインストゥルメント
13	ULTIMATE		RISE & HIT	TRUE	134	シネマティック	サンプルインストゥルメント
13	ULTIMATE		ACTION STRINGS	TRUE	9	シネマティック	サンプルインストゥルメント
13	ULTIMATE		EVOLVE	TRUE	50	シネマティック	サンプルインストゥルメント
13	ULTIMATE		EVOLVE MUTATIONS	TRUE	51	シネマティック	サンプルインストゥルメント
13	ULTIMATE		EVOLVE MUTATIONS 2	TRUE	52	シネマティック	サンプルインストゥルメント
13	ULTIMATE		MALLET FLUX	TRUE	89	シネマティック	サンプルインストゥルメント
13	ULTIMATE		SOLID BUS COMP	TRUE	161	スタジオエフェクト	エフェクト
13	ULTIMATE		SOLID EQ	TRUE	163	スタジオエフェクト	エフェクト
13	ULTIMATE		SOLID DYNAMICS	TRUE	162	スタジオエフェクト	エフェクト
13	ULTIMATE		SUPERCHARGER GT	TRUE	174	スタジオエフェクト	エフェクト
13	ULTIMATE		TRANSIENT MASTER	TRUE	195	スタジオエフェクト	エフェクト
13	ULTIMATE		VARI COMP	TRUE	200	スタジオエフェクト	エフェクト
13	ULTIMATE		ENHANCED EQ	TRUE	48	スタジオエフェクト	エフェクト
13	ULTIMATE		PASSIVE EQ	TRUE	112	スタジオエフェクト	エフェクト
13	ULTIMATE		VC 76	TRUE	203	スタジオエフェクト	エフェクト
13	ULTIMATE		VC 2A	TRUE	202	スタジオエフェクト	エフェクト
13	ULTIMATE		VC 160	TRUE	201	スタジオエフェクト	エフェクト
13	ULTIMATE		RAUM	TRUE	122	クリエイティブエフェクト	エフェクト
13	ULTIMATE		REPLIKA XT	TRUE	132	クリエイティブエフェクト	エフェクト
13	ULTIMATE		MOD PACK - PHASIS	TRUE	100	クリエイティブエフェクト	エフェクト
13	ULTIMATE		MOD PACK - CHORAL	TRUE	98	クリエイティブエフェクト	エフェクト
13	ULTIMATE		MOD PACK - FLAIR	TRUE	99	クリエイティブエフェクト	エフェクト
13	ULTIMATE		CRUSH PACK - DIRT	TRUE	35	クリエイティブエフェクト	エフェクト
13	ULTIMATE		CRUSH PACK - FREAK	TRUE	36	クリエイティブエフェクト	エフェクト
13	ULTIMATE		CRUSH PACK - BITE	TRUE	34	クリエイティブエフェクト	エフェクト
13	ULTIMATE		GUITAR RIG 6 PRO	TRUE	63	クリエイティブエフェクト	エフェクト
13	ULTIMATE		DRIVER	TRUE	43	クリエイティブエフェクト	エフェクト
13	ULTIMATE		THE FINGER	TRUE	187	クリエイティブエフェクト	エフェクト
13	ULTIMATE		THE MOUTH	TRUE	192	クリエイティブエフェクト	エフェクト
13	ULTIMATE		MOLEKULAR	TRUE	103	クリエイティブエフェクト	エフェクト
13	ULTIMATE		RC 48	TRUE	126	クリエイティブエフェクト	エフェクト
13	ULTIMATE		RC 24	TRUE	125	クリエイティブエフェクト	エフェクト
13	ULTIMATE		TRUE SCHOOL	TRUE	198	Expansions	EXPANSIONS
13	ULTIMATE		VELVET LOUNGE	TRUE	204	Expansions	EXPANSIONS
13	ULTIMATE		DEEP MATTER	TRUE	40	Expansions	EXPANSIONS
13	ULTIMATE		SOLAR BREEZE	TRUE	160	Expansions	EXPANSIONS
13	ULTIMATE		LILAC GLARE	TRUE	81	Expansions	EXPANSIONS
13	ULTIMATE		HALCYON SKY	TRUE	64	Expansions	EXPANSIONS
13	ULTIMATE		LUCID MISSION	TRUE	86	Expansions	EXPANSIONS
13	ULTIMATE		NEON DRIVE	TRUE	108	Expansions	EXPANSIONS
13	ULTIMATE		QUEENSBRIDGE STORY	TRUE	121	Expansions	EXPANSIONS
13	ULTIMATE		MOLTEN VEIL	TRUE	104	Expansions	EXPANSIONS
13	ULTIMATE		ELASTIC THUMP	TRUE	46	Expansions	EXPANSIONS
13	ULTIMATE		LONDON GRIT	TRUE	84	Expansions	EXPANSIONS
13	ULTIMATE		DECODED FORMS	TRUE	39	Expansions	EXPANSIONS
13	ULTIMATE		INDIGO DUST	TRUE	70	Expansions	EXPANSIONS
13	ULTIMATE		RISING CRESCENT	TRUE	135	Expansions	EXPANSIONS
13	ULTIMATE		GLOBAL SHAKE	TRUE	58	Expansions	EXPANSIONS
13	ULTIMATE		DROP SQUAD	TRUE	44	Expansions	EXPANSIONS
13	ULTIMATE		PLATINUM BOUNCE	TRUE	114	Expansions	EXPANSIONS
13	ULTIMATE		LAZER DICE	TRUE	80	Expansions	EXPANSIONS
13	ULTIMATE		MARBLE RIMS	TRUE	90	Expansions	EXPANSIONS
13	ULTIMATE		CARIBBEAN CURRENT	TRUE	29	Expansions	EXPANSIONS
13	ULTIMATE		ASTRAL FLUTTER	TRUE	21	Expansions	EXPANSIONS
13	ULTIMATE		CAVERN FLOOR	TRUE	30	Expansions	EXPANSIONS
13	ULTIMATE		GOLDEN KINGDOM	TRUE	59	Expansions	EXPANSIONS
13	ULTIMATE		BYTE RIOT	TRUE	27	Expansions	EXPANSIONS
13	ULTIMATE		DISTRICT XEO	TRUE	41	Expansions	EXPANSIONS
13	ULTIMATE		MAGNETIC COAST	TRUE	88	Expansions	EXPANSIONS
13	ULTIMATE		OPALINE DRIFT	TRUE	111	Expansions	EXPANSIONS
13	ULTIMATE		WARPED SYMMETRY	TRUE	207	Expansions	EXPANSIONS
13	ULTIMATE		PRISMATIC BLISS	TRUE	117	Expansions	EXPANSIONS
13	ULTIMATE		NOCTURNAL STATE	TRUE	109	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE		SPECTRUM QUAKE	TRUE	164	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE		STADIUM FLEX	TRUE	165	MASSIVE Expansions	EXPANSIONS
13	ULTIMATE		MECHANIX	TRUE	94	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE		MOEBIUS	TRUE	102	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE		PULSE	TRUE	118	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE		RUSH	TRUE	137	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE		SCENE	TRUE	148	MASSIVE X Expansions	EXPANSIONS
13	ULTIMATE		DRIVE	TRUE	42	MASSIVE X Expansions	EXPANSIONS
				TRUE			
13	NORMAL		KOMPLETE KONTROLソフトウェア	TRUE	75		プラットフォーム
13	NORMAL		REAKTOR 6	TRUE	127		プラットフォーム
13	NORMAL		KONTAKT 6	TRUE	77		プラットフォーム
13	NORMAL		MASSIVE	TRUE	92		シンセサイザー
13	NORMAL		MONARK	TRUE	105		シンセサイザー
13	NORMAL		RETRO MACHINES MK2	TRUE	133		シンセサイザー
13	NORMAL		REAKTOR PRISM	TRUE	129		シンセサイザー
13	NORMAL		REAKTOR SPARK	TRUE	130		シンセサイザー
13	NORMAL		BLOCKS PRIMES	TRUE	25		シンセサイザー
13	NORMAL		MASSIVE X	TRUE	93		シンセサイザー
13	NORMAL		SUPER 8	TRUE	172		シンセサイザー
13	NORMAL		TRK-01	TRUE	197		シンセサイザー
13	NORMAL		FORM	TRUE	56		シンセサイザー
13	NORMAL		ROUNDS	TRUE	136		シンセサイザー
13	NORMAL		KONTOUR	TRUE	79		シンセサイザー
13	NORMAL		ABSYNTH 5	TRUE	7		シンセサイザー
13	NORMAL		FM8	TRUE	55		シンセサイザー
13	NORMAL		POLYPLEX	TRUE	116		クリエイティブサンプラー
13	NORMAL		BATTERY 4	TRUE	24		クリエイティブサンプラー
13	NORMAL		ETHEREAL EARTH	TRUE	49	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		HYBRID KEYS	TRUE	67	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		LO-FI GLOW	TRUE	82	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		CLOUD SUPPLY	TRUE	32	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		MODULAR ICONS	TRUE	101	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		ANALOG DREAMS	TRUE	13	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		BUTCH VIG DRUMS	TRUE	26	Play Seriesインストゥルメント	サンプルインストゥルメント
13	NORMAL		THE GENTLEMAN	TRUE	188	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		THE GRANDEUR	TRUE	190	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		THE MAVERICK	TRUE	191	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		THE GIANT	TRUE	189	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		NOIRE	TRUE	110	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		UNA CORDA	TRUE	199	アコースティックピアノ	サンプルインストゥルメント
13	NORMAL		DRUMLAB	TRUE	45	ドラム＆パーカッション	サンプルインストゥルメント
13	NORMAL		ABBEY ROAD 60S DRUMMER	TRUE	2	ドラム＆パーカッション	サンプルインストゥルメント
13	NORMAL		STUDIO DRUMMER	TRUE	171	ドラム＆パーカッション	サンプルインストゥルメント
13	NORMAL		WEST AFRICA	TRUE	208	ワールドインストゥルメント	サンプルインストゥルメント
13	NORMAL		MIDDLE EAST	TRUE	96	ワールドインストゥルメント	サンプルインストゥルメント
13	NORMAL		INDIA	TRUE	69	ワールドインストゥルメント	サンプルインストゥルメント
13	NORMAL		CUBA	TRUE	37	ワールドインストゥルメント	サンプルインストゥルメント
13	NORMAL		VINTAGE ORGANS	TRUE	206	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	NORMAL		SCARBEE MARK I	TRUE	142	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	NORMAL		SCARBEE A200	TRUE	138	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	NORMAL		SCARBEE CLAVINET/PIANET	TRUE	139	エレクトロニックピアノ&オルガン	サンプルインストゥルメント
13	NORMAL		SESSION GUITARIST - ELECTRIC SUNBURST	TRUE	149	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	NORMAL		SESSION GUITARIST - STRUMMED ACOUSTIC	TRUE	152	アコースティック&エレクトリックギター	サンプルインストゥルメント
13	NORMAL		SCARBEE RICKENBACKER BASS	TRUE	147	エレクトリックベース	サンプルインストゥルメント
13	NORMAL		SCARBEE MM BASS	TRUE	143	エレクトリックベース	サンプルインストゥルメント
13	NORMAL		SESSION STRINGS 2	TRUE	156	コンテンポラリーストリング&ホーン	サンプルインストゥルメント
13	NORMAL		SESSION HORNS	TRUE	154	コンテンポラリーストリング&ホーン	サンプルインストゥルメント
13	NORMAL		KINETIC METAL	TRUE	73	シネマティック	サンプルインストゥルメント
13	NORMAL		SOLID BUS COMP	TRUE	161	スタジオエフェクト	エフェクト
13	NORMAL		SOLID EQ	TRUE	163	スタジオエフェクト	エフェクト
13	NORMAL		SOLID DYNAMICS	TRUE	162	スタジオエフェクト	エフェクト
13	NORMAL		SUPERCHARGER	TRUE	173	スタジオエフェクト	エフェクト
13	NORMAL		TRANSIENT MASTER	TRUE	195	スタジオエフェクト	エフェクト
13	NORMAL		RAUM	TRUE	122	クリエイティブエフェクト	エフェクト
13	NORMAL		REPLIKA	TRUE	131	クリエイティブエフェクト	エフェクト
13	NORMAL		MOD PACK - PHASIS	TRUE	100	クリエイティブエフェクト	エフェクト
13	NORMAL		MOD PACK - CHORAL	TRUE	98	クリエイティブエフェクト	エフェクト
13	NORMAL		MOD PACK - FLAIR	TRUE	99	クリエイティブエフェクト	エフェクト
13	NORMAL		CRUSH PACK - DIRT	TRUE	35	クリエイティブエフェクト	エフェクト
13	NORMAL		CRUSH PACK - FREAK	TRUE	36	クリエイティブエフェクト	エフェクト
13	NORMAL		CRUSH PACK - BITE	TRUE	34	クリエイティブエフェクト	エフェクト
13	NORMAL		GUITAR RIG 6 PRO	TRUE	63	クリエイティブエフェクト	エフェクト
13	NORMAL		DRIVER	TRUE	43	クリエイティブエフェクト	エフェクト
13	NORMAL		THE FINGER	TRUE	187	クリエイティブエフェクト	エフェクト
13	NORMAL		TRUE SCHOOL	TRUE	198	Expansions	EXPANSIONS
13	NORMAL		VELVET LOUNGE	TRUE	204	Expansions	EXPANSIONS
13	NORMAL		DEEP MATTER	TRUE	40	Expansions	EXPANSIONS
13	NORMAL		SOLAR BREEZE	TRUE	160	Expansions	EXPANSIONS
13	NORMAL		LILAC GLARE	TRUE	81	Expansions	EXPANSIONS
13	NORMAL		HALCYON SKY	TRUE	64	Expansions	EXPANSIONS
13	NORMAL		LUCID MISSION	TRUE	86	Expansions	EXPANSIONS
13	NORMAL		NEON DRIVE	TRUE	108	Expansions	EXPANSIONS
13	NORMAL		QUEENSBRIDGE STORY	TRUE	121	Expansions	EXPANSIONS
13	NORMAL		MOLTEN VEIL	TRUE	104	Expansions	EXPANSIONS
13	NORMAL		ELASTIC THUMP	TRUE	46	Expansions	EXPANSIONS
13	NORMAL		LONDON GRIT	TRUE	84	Expansions	EXPANSIONS
13	NORMAL		DECODED FORMS	TRUE	39	Expansions	EXPANSIONS
13	NORMAL		INDIGO DUST	TRUE	70	Expansions	EXPANSIONS
13	NORMAL		RISING CRESCENT	TRUE	135	Expansions	EXPANSIONS
13	NORMAL		NOCTURNAL STATE	TRUE	109	MASSIVE Expansions	EXPANSIONS
13	NORMAL		SPECTRUM QUAKE	TRUE	164	MASSIVE Expansions	EXPANSIONS
